,code_player,dreamteam_count,form,in_dreamteam,now_cost,photo,points_per_game,selected_by_percent,status,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,full_name,id_player,club_name,strength,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,singular_name,squad_select,squad_min_play,squad_max_play,event_next_first,team,team_h_difficulty_next_first,team_a_difficulty_next_first,h_a_next_first,next_1,event_next_second,team_h_difficulty_next_second,team_a_difficulty_next_second,h_a_next_second,next_2,event_third,team_h_difficulty_third,team_a_difficulty_third,h_a_third,next_3,points_by_diff
150,461096,0,0.0,False,4.5,461096,0.0,1.3,a,0,145659,3424,82379,4558,0.0,0.0,Richardson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,539,67,530,68,509,63,542,69,Lewis Richardson,5,Burnley,2,1050,1060,1050,1070,1060,1100,Forward,3,1,3,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.0
151,17761,0,2.0,False,5.0,17761,2.4,1.4,a,17,58779,772,71337,5009,0.4,3.4,Tarkowski,630,1,0,1,11,0,0,0,3,0,0,0,86,175.6,3.0,87.0,26.6,21,4,325,110,90,11,100,22,James Tarkowski,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.48
152,17997,0,0.0,False,4.0,17997,0.0,0.7,a,0,17168,509,33316,1138,0.0,0.0,Bardsley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,144,393,146,351,125,415,146,Phil Bardsley,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.0
153,39487,0,0.0,False,4.3,39487,1.0,0.1,a,1,1639,46,9029,266,0.0,0.2,Pieters,11,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.9,2.0,0.2,452,169,347,118,326,112,400,137,Erik Pieters,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.2
154,41674,0,0.0,False,4.0,41674,0.0,0.1,a,0,2967,489,8158,193,0.0,0.0,Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,413,145,398,147,356,126,419,147,Kevin Long,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.0
155,51927,0,2.5,False,4.9,51927,2.2,1.0,d,13,53163,210,46724,8670,0.5,2.7,Mee,540,1,0,0,11,0,0,0,1,0,0,0,62,115.2,22.6,72.0,21.0,92,35,239,69,105,17,135,39,Ben Mee,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.44000000000000006
156,68983,0,2.2,False,4.4,68983,2.4,1.7,a,17,62687,1129,116709,5489,0.5,3.9,Lowton,630,0,1,1,11,0,0,0,1,0,0,1,105,139.6,113.7,30.0,28.4,64,20,60,14,210,58,82,16,Matthew Lowton,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.48
157,103914,1,3.2,False,4.4,103914,2.4,0.4,a,17,14659,2542,27855,1208,0.7,3.9,Taylor,630,0,0,1,11,0,0,0,0,0,0,3,98,136.4,114.2,12.0,26.2,68,23,58,13,267,79,103,24,Charlie Taylor,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.48
158,432830,0,1.5,False,4.3,432830,6.0,0.1,a,6,1088,324,4669,100,0.3,1.4,Collins,90,0,0,1,0,0,0,0,0,0,0,0,24,9.6,0.3,38.0,4.8,346,132,369,131,186,50,324,112,Nathan Collins,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,1.2
159,461102,0,0.0,False,4.0,461102,0.0,0.3,a,0,20757,368,13058,586,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,441,159,427,161,387,142,447,161,Bobby Thomas,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.0
160,461567,0,0.0,False,4.0,461567,0.0,0.1,a,0,3030,240,2093,191,0.0,0.0,Dodgson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,442,160,428,162,388,143,448,162,Owen Dodgson,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.0
161,192290,0,0.0,False,4.5,192290,0.0,0.0,d,0,950,22,673,29,0.0,0.0,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,501,191,493,191,468,185,505,191,Connor Roberts,5,Burnley,2,1050,1060,1050,1070,1060,1100,Defender,5,3,5,8,Burnley,2.0,5,a,Man City,9,2,2,a,Southampton,10,2,2,h,Brentford,0.0
162,109745,0,1.5,False,4.9,109745,6.0,0.3,a,6,9742,213,18991,803,0.3,1.2,Arrizabalaga,90,0,0,1,0,0,0,0,0,0,2,0,25,17.2,0.0,0.0,1.7,318,24,557,58,544,55,370,24,Kepa Arrizabalaga,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Goalkeeper,2,1,1,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,3.0
163,228286,0,3.2,False,6.0,228286,5.0,13.0,a,30,503610,17835,392938,19058,0.5,5.0,Mendy,540,0,0,3,3,0,0,0,1,0,19,2,127,155.4,0.0,0.0,15.4,42,11,604,68,603,68,203,12,Edouard Mendy,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Goalkeeper,2,1,1,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,2.5
164,122074,0,0.0,False,4.0,122074,0.0,0.0,a,0,1061,199,445,103,0.0,0.0,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,420,38,406,19,364,15,426,38,Marcus Bettinelli,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Goalkeeper,2,1,1,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,0.0
165,85955,0,1.8,False,5.9,85955,2.1,3.7,a,15,161800,4246,313888,13237,0.3,2.5,Jorginho,493,0,0,3,2,0,0,0,0,0,0,0,77,85.6,67.6,4.0,15.8,153,58,119,72,323,164,196,93,Jorge Luiz Frello Filho,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,1.05
166,88894,0,0.2,False,5.3,88894,1.0,0.1,a,1,2212,169,8361,192,0.0,0.2,Barkley,7,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1.3,2.0,0.4,401,182,343,174,335,170,393,181,Ross Barkley,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,0.5
167,91651,1,5.8,False,5.2,91651,4.7,8.4,a,33,815848,31838,216235,29571,1.1,6.3,Kovacic,548,1,3,4,2,0,0,0,0,0,0,2,126,176.0,106.3,87.0,37.0,20,10,67,43,91,50,52,32,Mateo Kovacic,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,2.35
168,116594,0,1.8,False,4.9,116594,2.2,2.6,d,9,122896,1569,300386,14555,0.4,1.8,Kanté,167,1,0,0,2,0,0,0,0,0,0,0,48,67.2,31.0,11.0,10.9,203,75,200,112,274,144,247,114,N'Golo Kanté,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,1.1
169,124183,0,0.8,False,7.3,124183,2.0,0.3,a,4,22017,430,45402,1970,0.1,0.5,Ziyech,98,0,0,1,0,0,0,0,0,0,0,0,13,18.8,31.0,32.0,8.2,313,133,202,114,206,108,281,127,Hakim Ziyech,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,1.0
170,126187,0,1.8,False,5.4,126187,3.5,0.1,a,7,2294,1016,5024,216,0.3,1.3,Loftus-Cheek,96,0,1,0,1,0,0,0,0,0,0,1,29,31.2,22.7,9.0,6.3,291,120,238,135,289,156,308,139,Ruben Loftus-Cheek,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,1.75
171,176413,0,0.0,False,7.9,176413,8.0,0.5,i,8,34181,55,126992,1464,0.0,1.0,Pulisic,81,1,0,1,0,0,0,0,0,0,0,0,21,36.8,3.4,42.0,8.2,283,114,319,163,173,92,282,128,Christian Pulisic,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,4.0
172,184341,0,0.5,False,7.4,184341,3.2,8.8,a,16,447882,12509,1382028,24901,0.1,2.2,Mount,331,0,2,2,1,0,0,0,0,0,0,0,64,64.0,119.4,130.0,31.4,212,79,53,35,60,36,69,42,Mason Mount,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,1.6
173,209046,0,1.2,False,5.3,209046,2.5,0.1,a,5,5342,367,14606,294,0.2,0.9,Hudson-Odoi,145,0,0,1,1,0,0,0,0,0,0,0,15,11.2,26.1,36.0,7.3,341,147,225,131,192,99,300,135,Callum Hudson-Odoi,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,1.25
174,219847,0,1.8,False,8.2,219847,3.0,4.3,a,18,194376,3471,781423,26903,0.2,2.2,Havertz,304,1,0,3,1,0,0,0,0,0,0,1,28,53.0,30.7,154.0,23.4,243,97,204,116,51,30,118,58,Kai Havertz,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,1.5
175,89335,0,0.2,False,5.3,89335,1.0,0.2,a,1,35194,296,28903,1596,0.0,0.2,Saúl,45,0,0,0,0,0,0,0,0,0,0,0,1,1.4,2.9,0.0,0.4,393,179,326,167,574,234,394,182,Saúl Ñíguez,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Midfielder,5,2,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,0.5
176,44346,0,0.0,False,6.5,44346,0.0,0.0,u,0,0,0,1032,19,0.0,0.0,Giroud,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,609,84,608,83,607,82,609,84,Olivier Giroud,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Forward,3,1,3,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,0.0
177,94245,0,0.0,False,5.5,94245,0.0,0.1,u,0,1384,0,13543,93,0.0,0.0,Batshuayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,596,81,592,80,588,79,596,81,Michy Batshuayi,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Forward,3,1,3,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,0.0
178,165153,0,3.2,False,8.6,165153,2.7,1.6,a,16,49555,10611,307735,2610,0.4,1.9,Werner,299,1,1,1,2,0,0,0,1,0,0,1,40,69.6,29.0,207.0,30.6,195,22,213,33,30,14,74,20,Timo Werner,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Forward,3,1,3,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,1.35
179,173879,0,0.0,False,6.5,173879,0.0,0.2,u,0,2438,0,40890,196,0.0,0.0,Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,610,85,609,84,608,83,610,85,Tammy Abraham,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Forward,3,1,3,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,0.0
180,66749,1,4.8,False,11.7,66749,4.8,37.2,a,29,3065971,106741,1003805,81856,0.4,2.5,Lukaku,540,3,0,3,3,0,0,0,0,0,0,5,121,148.6,119.7,285.0,55.4,53,6,52,7,6,3,18,6,Romelu Lukaku,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Forward,3,1,3,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,2.4
181,41328,1,5.5,False,6.0,41328,5.1,6.1,a,36,302882,86466,165700,10876,0.9,6.0,Azpilicueta,542,0,3,3,3,0,0,0,0,0,0,2,158,151.2,96.1,39.0,28.6,47,12,76,19,185,49,80,14,César Azpilicueta,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,2.55
182,51090,1,6.0,False,5.4,51090,5.0,4.2,a,25,216744,22294,167439,10841,1.1,4.6,Thiago Silva,376,1,0,2,2,0,0,0,1,0,0,3,110,169.6,33.0,56.0,25.9,25,5,191,52,138,28,105,26,Thiago Emiliano da Silva,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,2.5
183,82263,2,4.0,True,6.0,82263,6.5,25.8,a,39,2142788,32321,511719,98438,0.7,6.5,Alonso,535,1,1,4,2,0,0,0,2,0,0,4,143,145.2,177.4,136.0,46.1,58,17,18,6,58,2,29,2,Marcos Alonso,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,3.25
184,102380,1,5.8,False,5.8,102380,5.1,21.1,a,36,1403468,85374,356645,25831,1.0,6.2,Rüdiger,630,1,0,4,3,0,0,0,2,0,0,2,142,136.8,64.7,57.0,25.9,67,22,124,30,134,25,106,27,Antonio Rüdiger,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,2.55
185,135363,0,1.8,False,5.0,135363,4.4,3.8,a,22,405807,4801,210816,19248,0.4,4.4,Christensen,450,0,0,3,2,0,0,0,1,0,0,1,111,85.4,25.4,1.0,11.2,154,62,227,63,340,119,244,78,Andreas Christensen,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,2.2
186,172850,0,2.0,False,5.6,172850,8.0,3.7,a,8,57207,18533,721400,5157,0.4,1.4,Chilwell,90,1,0,0,1,0,0,0,0,0,0,0,17,40.0,41.6,75.0,15.7,274,109,167,40,103,16,199,64,Benjamin Chilwell,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,4.0
187,199598,0,0.0,False,4.5,199598,0.0,0.0,u,0,1370,0,7170,103,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,504,192,496,192,472,186,508,192,Ethan Ampadu,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,0.0
188,225796,1,0.2,False,5.5,225796,5.2,5.0,d,21,580420,2318,774228,32906,0.0,3.8,James,188,1,2,1,1,0,0,0,0,1,0,3,62,85.4,71.7,67.0,22.4,155,63,110,25,113,21,125,36,Reece James,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,2.6
189,204727,0,0.0,False,4.9,204727,0.0,0.1,a,0,1802,111,3935,180,0.0,0.0,Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,565,204,561,204,548,203,568,204,Malang Sarr,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,0.0
190,180736,2,4.2,False,4.8,180736,8.0,2.1,a,32,258854,25191,220103,2860,0.9,6.7,Chalobah,273,2,0,2,1,0,0,0,0,0,0,5,103,127.8,10.3,44.0,18.2,74,28,298,96,168,41,170,51,Trevoh Chalobah,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,4.0
191,109533,0,0.0,False,4.5,109533,1.0,0.0,u,1,868,0,2101,22,0.0,0.2,Emerson,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,2.0,0.2,492,189,383,141,328,114,401,138,Emerson Palmieri dos Santos,6,Chelsea,5,1340,1350,1320,1350,1340,1320,Defender,5,3,5,8,Chelsea,4.0,2,a,Brentford,9,2,5,h,Norwich,10,4,2,a,Newcastle,0.5
192,40836,0,3.5,False,4.5,40836,3.7,6.7,a,26,310478,5005,186120,8379,0.8,5.8,Guaita,630,0,0,2,11,0,0,0,0,0,22,2,142,168.4,0.0,0.0,16.9,27,5,475,44,445,40,180,6,Vicente Guaita,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Goalkeeper,2,1,1,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.925
193,105666,0,0.0,False,4.4,105666,0.0,0.4,a,0,4570,107,14664,406,0.0,0.0,Butland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,465,53,452,34,419,30,470,53,Jack Butland,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Goalkeeper,2,1,1,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.0
194,169593,0,0.0,False,4.0,169593,0.0,0.2,a,0,18845,175,6683,304,0.0,0.0,Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,39,408,20,367,16,428,39,Remi Matthews,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Goalkeeper,2,1,1,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.0
195,232787,1,4.0,False,5.7,232787,5.7,8.1,a,34,846545,16967,231455,32059,0.7,6.0,Gallagher,520,2,3,2,8,0,0,0,2,0,0,3,94,145.4,128.5,240.0,51.4,57,21,48,31,16,8,21,14,Conor Gallagher,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,1.425
196,50471,0,1.8,False,4.6,50471,2.6,3.8,a,18,424865,2343,167723,13055,0.4,3.9,McArthur,601,0,1,2,9,0,0,0,2,0,0,1,101,111.8,95.1,47.0,25.4,101,32,77,50,157,82,109,56,James McArthur,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.65
197,66975,0,1.5,False,5.4,66975,2.0,0.0,a,6,915,67,6842,86,0.3,1.1,Milivojevic,184,0,0,1,2,0,0,0,0,0,0,0,28,14.8,34.9,9.0,5.9,325,138,187,107,287,155,314,143,Luka Milivojevic,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.5
198,82403,1,6.0,False,6.9,82403,4.4,7.0,a,31,381667,31923,372807,21149,0.9,4.5,Zaha,630,2,1,2,11,0,0,0,1,0,0,3,87,141.2,149.3,164.0,45.4,62,23,36,24,49,28,33,22,Wilfried Zaha,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,1.1
199,86417,0,1.8,False,5.4,86417,2.4,0.0,a,12,1290,153,4407,60,0.3,2.2,Schlupp,148,1,0,1,3,0,0,0,0,0,0,0,37,36.4,14.8,51.0,10.2,285,116,270,145,147,77,255,118,Jeffrey Schlupp,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.6
200,173954,0,0.2,False,4.8,173954,1.5,0.0,a,3,1150,55,2682,75,0.0,0.6,Riedewald,101,0,0,0,5,0,0,0,0,0,0,0,13,10.6,26.7,2.0,3.9,342,148,221,128,332,168,336,152,Jairo Riedewald,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.375
201,232413,0,0.0,False,5.9,232413,0.0,0.0,i,0,945,39,2838,67,0.0,0.0,Eze,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,604,246,600,246,599,246,604,246,Eberechi Eze,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.0
202,108413,0,0.0,False,4.8,108413,0.0,0.0,a,0,2081,56,4749,114,0.0,0.0,Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,555,220,549,223,534,218,558,221,Will Hughes,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.0
203,443661,0,2.2,False,5.4,443661,3.0,0.0,a,9,2018,991,2656,88,0.4,1.7,Olise,49,1,0,0,1,0,0,0,0,0,0,1,28,40.6,28.2,47.0,11.5,273,108,215,124,159,83,243,112,Michael Olise,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.75
204,450542,0,0.0,False,4.5,450542,1.0,0.0,a,1,1851,49,1358,53,0.0,0.2,Rak-Sakyi,13,0,0,0,0,0,0,0,0,0,0,0,3,1.0,5.0,0.0,0.6,397,181,308,160,507,204,387,178,Jesurun Rak-Sakyi,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.25
205,462831,0,0.0,False,4.5,462831,0.0,0.0,a,0,3084,97,1958,133,0.0,0.0,Banks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543,212,534,215,514,207,546,213,Scott Banks,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Midfielder,5,2,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.0
206,54861,0,1.5,False,6.3,54861,1.9,0.8,a,13,30676,670,86695,2642,0.2,2.1,Benteke,383,0,1,2,5,0,0,0,1,0,0,0,41,53.4,74.0,74.0,19.5,241,28,105,17,104,32,152,30,Christian Benteke,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Forward,3,1,3,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.475
207,80146,0,1.8,False,5.9,80146,1.7,0.5,a,12,37188,1083,62243,1902,0.3,2.0,Ayew,514,0,0,2,10,0,0,0,0,0,0,0,39,52.2,87.2,137.0,27.7,246,29,89,13,56,22,87,21,Jordan Ayew,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Forward,3,1,3,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.425
208,231747,0,0.0,False,5.3,231747,1.0,0.1,a,1,6548,148,11767,286,0.0,0.2,Mateta,56,0,0,0,2,0,0,0,0,0,0,0,5,6.4,1.3,0.0,0.8,360,41,345,51,577,73,382,49,Jean-Philippe Mateta,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Forward,3,1,3,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.25
209,448482,0,0.0,False,4.5,448482,0.0,1.4,a,0,176924,3325,89335,5005,0.0,0.0,Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,537,66,528,67,506,62,540,68,Robert Street,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Forward,3,1,3,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.0
210,199670,1,4.2,False,6.5,199670,4.2,2.7,a,17,359489,3689,158542,19419,0.6,2.6,Edouard,186,2,0,1,4,0,0,0,0,0,0,3,68,83.2,36.1,102.0,22.1,161,18,183,30,76,27,129,28,Odsonne Edouard,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Forward,3,1,3,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,1.05
211,49413,0,0.0,False,4.4,49413,0.0,0.1,a,0,1883,65,6175,187,0.0,0.0,Tomkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,459,173,446,175,413,163,464,174,James Tomkins,7,Crystal Palace,3,1060,1100,1100,1140,1090,1120,Defender,5,3,5,8,Crystal Palace,2.0,4,a,Arsenal,9,2,2,h,Newcastle,10,2,5,a,Man City,0.0
