,code_player,dreamteam_count,form,in_dreamteam,now_cost,photo,points_per_game,selected_by_percent,status,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,full_name,id_player,club_name,strength,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,singular_name,squad_select,squad_min_play,squad_max_play,event_next_first,team,team_h_difficulty_next_first,team_a_difficulty_next_first,h_a_next_first,next_1,event_next_second,team_h_difficulty_next_second,team_a_difficulty_next_second,h_a_next_second,next_2,event_third,team_h_difficulty_third,team_a_difficulty_third,h_a_third,next_3,points_by_diff
307,55914,0,2.5,False,4.5,55914,2.0,0.5,a,14,27352,2094,20883,1263,0.6,3.1,Cooper,630,0,1,1,14,0,0,0,3,0,0,1,124,186.0,37.7,14.0,23.8,14,2,178,44,257,74,114,32,Liam Cooper,10,Leeds,3,1090,1130,1050,1060,1110,1150,Defender,5,3,5,8,Leeds,2.0,2,a,Southampton,9,2,3,h,Wolves,10,2,2,a,Norwich,1.0
308,66588,0,0.8,False,4.4,66588,2.4,6.6,i,12,512221,227,884952,66977,0.2,2.7,Ayling,448,1,0,0,12,0,0,0,0,0,0,0,74,143.4,33.3,25.0,20.1,59,18,190,51,224,63,142,42,Luke Ayling,10,Leeds,3,1090,1130,1050,1060,1110,1150,Defender,5,3,5,8,Leeds,2.0,2,a,Southampton,9,2,3,h,Wolves,10,2,2,a,Norwich,1.2
309,149915,1,3.8,False,4.5,149915,5.7,0.2,a,17,11856,8342,7902,748,0.8,3.8,Llorente,187,1,0,1,2,0,0,0,1,0,0,3,55,67.4,1.3,33.0,10.2,201,81,342,116,199,52,254,82,Diego Llorente,10,Leeds,3,1090,1130,1050,1060,1110,1150,Defender,5,3,5,8,Leeds,2.0,2,a,Southampton,9,2,3,h,Wolves,10,2,2,a,Norwich,2.85
310,193645,0,0.0,False,4.4,193645,0.0,0.1,i,0,2168,15,17695,300,0.0,0.0,Koch,90,0,0,0,5,0,0,0,0,0,0,0,14,14.4,0.3,0.0,1.5,326,126,371,133,429,172,371,130,Robin Koch,10,Leeds,3,1090,1130,1050,1060,1110,1150,Defender,5,3,5,8,Leeds,2.0,2,a,Southampton,9,2,3,h,Wolves,10,2,2,a,Norwich,0.0
311,222694,0,-0.5,False,4.4,222694,0.0,0.2,a,0,5528,157,22294,474,-0.1,0.0,Struijk,297,0,0,0,10,0,0,0,1,1,0,0,42,73.6,10.8,8.0,9.3,183,75,296,95,292,88,264,88,Pascal Struijk,10,Leeds,3,1090,1130,1050,1060,1110,1150,Defender,5,3,5,8,Leeds,2.0,2,a,Southampton,9,2,3,h,Wolves,10,2,2,a,Norwich,0.0
312,443967,0,2.2,False,4.8,443967,1.3,0.5,a,8,19656,1571,49766,992,0.5,1.7,Firpo,464,0,0,1,12,1,0,0,1,0,0,2,63,58.6,82.3,41.0,18.2,223,89,96,23,177,45,171,52,Héctor Junior Firpo Adames,10,Leeds,3,1090,1130,1050,1060,1110,1150,Defender,5,3,5,8,Leeds,2.0,2,a,Southampton,9,2,3,h,Wolves,10,2,2,a,Norwich,0.65
313,433590,0,0.0,False,4.0,433590,0.0,0.1,a,0,4095,88,2827,201,0.0,0.0,Drameh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434,154,420,156,380,137,440,156,Cody Drameh,10,Leeds,3,1090,1130,1050,1060,1110,1150,Defender,5,3,5,8,Leeds,2.0,2,a,Southampton,9,2,3,h,Wolves,10,2,2,a,Norwich,0.0
314,492373,0,0.2,False,4.0,492373,1.0,0.4,a,1,40242,1286,16517,1693,0.0,0.2,Cresswell,90,0,0,0,2,0,0,0,0,0,0,0,8,17.8,0.4,0.0,1.8,314,121,364,128,396,150,365,127,Charlie Cresswell,10,Leeds,3,1090,1130,1050,1060,1110,1150,Defender,5,3,5,8,Leeds,2.0,2,a,Southampton,9,2,3,h,Wolves,10,2,2,a,Norwich,0.5
315,477547,0,0.0,False,4.0,477547,0.0,0.0,a,0,326,59,123,70,0.0,0.0,Hjelde,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446,163,432,165,392,146,452,165,Leo Fuhr Hjelde,10,Leeds,3,1090,1130,1050,1060,1110,1150,Defender,5,3,5,8,Leeds,2.0,2,a,Southampton,9,2,3,h,Wolves,10,2,2,a,Norwich,0.0
316,60706,0,0.0,False,4.4,60706,0.0,0.2,a,0,4555,115,10922,299,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,51,448,32,415,28,466,51,Adrián San Miguel del Castillo,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Goalkeeper,2,1,1,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.0
317,116535,1,4.5,False,6.0,116535,5.0,8.8,a,35,361256,15182,267589,12469,0.8,5.8,Alisson,630,0,0,4,6,0,0,0,0,0,15,4,155,159.0,0.0,0.0,15.8,36,9,602,66,601,66,197,10,Alisson Ramses Becker,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Goalkeeper,2,1,1,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,2.5
318,200720,0,0.0,False,4.4,200720,0.0,0.1,a,0,2002,72,4927,138,0.0,0.0,Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,56,460,38,430,34,478,56,Caoimhin Kelleher,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Goalkeeper,2,1,1,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.0
319,15157,0,1.0,False,4.9,15157,2.0,0.1,a,6,4915,572,8210,327,0.2,1.2,Milner,257,0,0,2,1,0,0,0,2,0,0,0,33,55.2,66.2,28.0,14.9,235,90,121,73,216,113,206,94,James Milner,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,1.0
320,56979,0,3.0,False,5.0,56979,2.8,1.0,a,17,71369,5076,60962,3723,0.6,3.4,Henderson,457,0,1,2,6,0,0,0,1,0,0,2,73,79.0,132.7,46.0,25.7,173,63,45,29,162,86,107,54,Jordan Henderson,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,1.4
321,61558,0,2.5,False,5.3,61558,3.0,0.5,d,12,26882,82,83013,1837,0.5,2.3,Thiago,176,0,1,2,0,0,0,0,0,0,0,1,47,54.0,63.3,61.0,17.9,239,94,127,75,125,64,173,84,Thiago Alcántara do Nascimento,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,1.5
322,68312,0,0.0,False,5.9,68312,0.0,0.0,u,0,574,0,7319,57,0.0,0.0,Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,603,245,599,245,598,245,603,245,Xherdan Shaqiri,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.0
323,81880,0,0.2,False,5.8,81880,2.0,0.1,a,4,5094,118,11218,355,0.0,0.7,Chamberlain,68,0,0,1,0,0,0,0,0,0,0,0,7,2.0,5.3,10.0,1.5,390,177,307,159,281,149,372,170,Alex Oxlade-Chamberlain,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,1.0
324,110979,0,6.2,False,11.9,110979,5.9,2.8,a,41,134148,15382,269310,6190,0.5,3.4,Mané,630,4,1,4,6,0,0,0,0,0,0,0,110,189.4,150.6,450.0,78.9,12,7,35,23,2,2,4,3,Sadio Mané,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,2.95
325,116643,0,4.0,False,5.4,116643,3.2,0.9,a,19,57914,3347,66144,3576,0.7,3.5,Fabinho,479,1,1,2,6,0,0,0,2,0,0,0,93,97.0,37.3,136.0,27.1,122,45,179,106,57,34,94,51,Fabio Henrique Tavares,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,1.6
326,118748,3,10.0,True,12.7,118748,10.0,61.0,a,70,1487866,148623,729822,3663,0.8,5.5,Salah,630,6,4,4,6,0,0,0,1,0,0,11,204,330.8,234.4,492.0,105.7,1,1,7,3,1,1,1,1,Mohamed Salah,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,5.0
327,157882,0,0.0,False,5.2,157882,0.0,0.1,a,0,2331,80,9690,148,0.0,0.0,Minamino,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,582,234,582,237,571,232,585,235,Takumi Minamino,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.0
328,175592,0,1.8,False,5.0,175592,3.2,0.2,a,13,19484,366,24756,848,0.4,2.6,Keita,191,1,0,2,0,0,0,0,0,0,0,0,50,57.0,21.0,21.0,9.9,227,87,244,136,237,127,258,120,Naby Keita,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,1.6
329,194634,0,3.8,False,7.6,194634,4.6,17.4,a,32,1591232,34528,1172637,68684,0.5,4.2,Jota,500,3,0,5,3,0,0,0,1,0,0,0,94,155.8,142.4,278.0,57.7,41,17,42,27,7,4,12,7,Diogo Jota,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,2.3
330,206915,0,4.0,False,5.0,206915,5.3,0.3,a,16,24365,11431,5076,1571,0.8,3.2,Jones,171,1,1,0,4,0,0,0,0,0,0,3,60,67.2,31.0,44.0,14.3,204,76,201,113,170,89,213,98,Curtis Jones,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,2.65
331,444884,0,0.8,False,5.4,444884,2.2,0.1,i,9,33121,25,39096,521,0.1,1.7,Elliott,249,0,0,2,1,0,0,0,0,0,0,0,33,23.2,80.9,81.0,18.5,305,127,98,61,99,54,164,81,Harvey Elliott,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,1.1
332,182436,0,0.0,False,4.5,182436,0.0,0.0,u,0,2273,0,2751,35,0.0,0.0,Woodburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,500,190,492,194,466,183,504,192,Ben Woodburn,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Midfielder,5,2,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.0
333,92217,0,0.5,False,8.8,92217,2.2,2.0,a,11,95894,2721,457849,2801,0.1,1.2,Firmino,124,1,0,0,4,0,0,0,0,0,0,2,42,50.0,31.9,42.0,12.4,253,32,196,32,174,40,233,36,Roberto Firmino,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Forward,3,1,3,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,1.1
334,152760,0,0.2,False,4.9,152760,1.0,1.1,a,1,66797,2264,93442,3749,0.0,0.2,Origi,2,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,398,52,558,71,545,67,406,54,Divock Origi,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Forward,3,1,3,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.5
335,60914,0,2.0,False,5.0,60914,3.7,3.4,a,22,408738,9466,216658,7805,0.4,4.4,Matip,540,0,0,3,6,0,0,0,0,0,0,0,120,104.6,35.1,122.0,26.3,112,45,184,48,63,3,101,23,Joel Matip,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,1.85
336,97032,1,5.0,False,6.6,97032,5.0,17.1,a,35,603034,35055,439082,21000,0.8,5.3,van Dijk,630,0,1,4,6,0,0,0,0,0,0,4,176,146.6,57.9,105.0,30.9,55,15,133,32,73,6,73,12,Virgil van Dijk,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,2.5
337,122798,0,2.8,False,7.0,122798,3.2,2.0,a,13,151423,12672,124979,5118,0.4,1.9,Robertson,355,0,1,1,6,0,0,0,1,0,0,1,77,82.6,129.9,28.0,24.1,162,66,46,11,217,61,113,31,Andrew Robertson,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,1.6
338,169187,2,3.2,False,7.5,169187,7.0,22.2,d,35,945079,17552,1782235,143150,0.4,4.7,Alexander-Arnold,450,0,2,3,4,0,0,0,0,0,0,8,153,162.8,323.8,107.0,59.4,32,8,2,1,71,5,10,1,Trent Alexander-Arnold,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,3.5
339,171287,0,0.2,False,4.8,171287,1.0,0.5,a,2,13484,567,44627,1049,0.0,0.4,Gomez,13,0,0,0,1,0,0,0,0,0,0,0,6,1.2,0.3,0.0,0.2,394,138,375,135,535,198,403,140,Joseph Gomez,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.5
340,197464,0,0.0,False,4.3,197464,0.0,0.2,a,0,3359,140,17257,401,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,454,171,440,173,405,159,459,172,Nathaniel Phillips,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.0
341,204716,0,1.5,False,5.2,204716,6.0,1.2,a,6,24752,598,172051,3049,0.3,1.2,Konaté,90,0,0,1,0,0,0,0,0,0,0,0,25,25.4,0.8,0.0,2.6,300,117,352,121,572,207,350,123,Ibrahima Konaté,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,3.0
342,214285,0,1.2,False,4.0,214285,5.8,17.1,a,23,1203697,13710,1601656,58109,0.3,5.8,Tsimikas,274,0,1,3,0,0,0,0,1,0,0,2,86,79.2,143.0,63.0,28.5,169,71,41,9,119,22,81,15,Konstantinos Tsimikas,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,2.9
343,215136,0,0.0,False,3.9,215136,0.0,0.8,a,0,32415,5624,46650,2222,0.0,0.0,N.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,405,143,388,145,344,122,411,145,Neco Williams,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.0
344,219937,0,0.0,False,4.4,219937,0.0,0.0,u,0,468,0,3958,54,0.0,0.0,R.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,474,181,461,182,432,174,479,182,Rhys Williams,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.0
345,152898,0,0.0,False,4.0,152898,0.0,0.2,u,0,1080,0,21196,248,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,421,147,407,149,365,128,427,149,Ben Davies,11,Liverpool,5,1340,1350,1290,1330,1350,1360,Defender,5,3,5,8,Liverpool,4.0,2,a,Watford,9,4,4,a,Man Utd,10,3,5,h,Brighton,0.0
346,121160,0,5.2,False,6.0,121160,5.0,10.3,a,35,282250,33245,314434,10282,0.9,5.8,Ederson,630,0,0,5,3,0,0,0,0,0,6,2,141,75.0,0.0,0.0,7.5,178,22,603,67,602,67,294,22,Ederson Santana de Moraes,12,Man City,5,1340,1360,1330,1350,1340,1350,Goalkeeper,2,1,1,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,2.5
347,164484,0,0.0,False,4.5,164484,0.0,0.2,a,0,2555,90,9969,188,0.0,0.0,Steffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497,62,489,49,463,45,501,62,Zack Steffen,12,Man City,5,1340,1360,1330,1350,1340,1350,Goalkeeper,2,1,1,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,0.0
348,17601,0,0.0,False,4.0,17601,0.0,0.4,a,0,47607,263,18859,560,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,408,29,392,8,350,4,414,29,Scott Carson,12,Man City,5,1340,1360,1330,1350,1340,1350,Goalkeeper,2,1,1,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,0.0
349,114283,0,2.8,False,7.9,114283,3.7,17.4,a,26,938400,37860,1418648,71847,0.4,3.3,Grealish,585,1,1,5,2,0,0,0,1,0,0,0,116,139.6,240.9,260.0,64.1,65,24,5,2,10,5,6,4,Jack Grealish,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,1.85
350,59859,0,1.5,False,7.2,59859,3.8,2.5,d,19,209784,303,667905,16099,0.2,2.6,Gündogan,428,1,0,4,1,0,0,0,1,0,0,1,89,78.4,176.9,186.0,44.0,175,64,19,10,39,23,35,23,Ilkay Gündogan,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,1.9
351,61366,0,3.0,False,11.9,61366,3.2,2.0,a,13,125405,23578,194739,3842,0.3,1.1,De Bruyne,206,1,0,1,2,0,0,0,0,0,0,1,55,75.0,82.0,121.0,27.9,179,66,97,60,65,38,86,47,Kevin De Bruyne,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,1.6
352,103025,0,0.5,False,8.7,103025,2.8,2.4,a,14,170076,3658,620626,9131,0.1,1.6,Mahrez,154,1,1,0,1,0,0,0,0,0,0,0,67,79.6,101.3,88.0,27.0,168,62,72,47,89,49,95,52,Riyad Mahrez,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,1.4
353,103955,0,1.5,False,10.7,103955,2.1,1.4,a,15,50735,781,196490,3697,0.1,1.4,Sterling,273,1,0,1,2,0,0,0,0,0,0,0,30,54.2,56.5,214.0,32.6,238,93,136,81,26,13,64,39,Raheem Sterling,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,1.05
354,165809,0,4.2,False,6.9,165809,4.0,1.9,a,24,115287,21722,84840,5863,0.6,3.5,Bernardo,488,1,1,4,2,0,0,0,1,0,0,2,104,106.6,107.2,125.0,34.0,111,38,65,41,62,37,58,35,Bernardo Mota Veiga de Carvalho e Silva,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,2.0
355,209244,0,2.8,False,7.9,209244,3.7,1.7,a,11,98678,67100,83413,5179,0.4,1.4,Foden,194,1,0,1,2,0,0,0,0,0,0,0,31,59.4,86.1,87.0,23.3,222,85,92,58,92,51,120,59,Phil Foden,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,1.85
356,220566,0,1.8,False,5.5,220566,3.4,0.6,a,17,54461,2679,56568,1762,0.3,3.1,Rodrigo,450,1,0,4,2,0,0,0,2,0,0,0,84,95.8,86.4,32.0,21.5,126,47,91,57,205,107,133,65,Rodrigo Hernandez,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,1.7
357,224444,1,0.8,False,6.9,224444,6.5,7.9,a,26,1714792,10182,1322873,79778,0.1,3.8,Torres,303,2,1,3,1,0,0,0,0,0,0,2,65,88.6,30.0,204.0,32.3,145,54,207,118,32,17,66,40,Ferran Torres,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,3.25
358,27789,0,1.2,False,4.9,27789,1.8,0.4,a,7,25191,620,36111,1343,0.2,1.4,Fernandinho,163,0,0,1,1,0,0,0,0,0,0,0,28,23.0,40.4,22.0,8.6,307,129,168,101,235,125,276,123,Fernando Luiz Rosa,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,0.9
359,244851,0,0.0,False,4.5,244851,1.0,0.1,a,1,4214,107,4491,217,0.0,0.2,Palmer,21,0,0,0,0,0,0,0,0,0,0,0,3,1.6,2.2,6.0,1.0,392,178,332,170,305,161,378,171,Cole Palmer,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,0.5
360,490503,0,0.0,False,4.9,490503,0.0,0.0,a,0,487,22,1483,49,0.0,0.0,Edozie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,568,226,564,229,551,224,571,227,Samuel Edozie,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,0.0
361,220394,0,0.0,False,4.5,220394,0.0,0.0,u,0,432,0,469,9,0.0,0.0,Doyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,516,198,508,202,484,193,520,200,Tommy Doyle,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,0.0
362,514356,0,0.0,False,4.5,514356,0.0,0.0,a,0,453,61,265,41,0.0,0.0,Lavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,551,218,542,221,524,215,554,219,Romeo Lavia,12,Man City,5,1340,1360,1330,1350,1340,1350,Midfielder,5,2,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,0.0
363,205651,2,4.2,False,8.6,205651,5.9,7.4,a,41,811499,61859,562127,15645,0.5,4.8,Jesus,499,2,4,5,2,0,0,0,0,0,0,8,157,170.0,172.7,224.0,56.7,24,4,21,4,22,12,15,5,Gabriel Fernando de Jesus,12,Man City,5,1340,1360,1330,1350,1340,1350,Forward,3,1,3,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,2.95
364,58621,0,5.0,False,5.5,58621,4.5,6.9,a,27,281179,30526,245808,9697,0.9,4.9,Walker,495,0,0,4,2,0,0,0,0,0,0,1,121,68.2,50.2,48.0,16.6,198,79,145,34,156,37,185,59,Kyle Walker,12,Man City,5,1340,1360,1330,1350,1340,1350,Defender,5,3,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,2.25
365,97299,0,0.0,False,5.3,97299,0.0,3.1,a,0,57250,1332,660827,5698,0.0,0.0,Stones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,583,208,583,208,575,208,586,208,John Stones,12,Man City,5,1340,1360,1330,1350,1340,1350,Defender,5,3,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,0.0
366,102826,0,0.0,False,5.3,102826,3.0,0.4,n,3,16227,100,69333,775,0.0,0.6,Mendy,78,0,0,0,1,0,0,0,0,0,0,1,22,15.2,29.1,2.0,4.6,323,125,212,58,336,116,328,115,Benjamin Mendy,12,Man City,5,1340,1360,1330,1350,1340,1350,Defender,5,3,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,1.5
367,121145,2,7.5,True,6.2,121145,6.3,17.7,a,44,1100666,218032,318905,15297,1.2,7.1,Cancelo,630,0,2,5,3,0,0,0,1,0,0,6,179,141.0,155.6,85.0,38.3,63,19,33,7,95,12,46,5,João Pedro Cavaco Cancelo,12,Man City,5,1340,1360,1330,1350,1340,1350,Defender,5,3,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,3.15
368,126184,0,1.5,False,4.9,126184,4.0,0.5,a,8,31195,487,41165,1725,0.3,1.6,Aké,180,0,0,1,1,0,0,0,0,0,0,0,37,35.4,0.7,6.0,4.2,286,112,357,124,307,98,332,117,Nathan Aké,12,Man City,5,1340,1360,1330,1350,1340,1350,Defender,5,3,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,2.0
369,146941,1,2.8,False,5.5,146941,6.2,3.6,a,31,424115,20060,354690,6658,0.5,5.6,Laporte,450,1,0,4,2,0,0,0,2,0,0,2,120,107.8,35.1,102.0,24.6,110,44,185,49,75,7,112,30,Aymeric Laporte,12,Man City,5,1340,1360,1330,1350,1340,1350,Defender,5,3,5,8,Man City,2.0,5,h,Burnley,9,4,3,a,Brighton,10,2,5,h,Crystal Palace,3.1
